CASEID,RGN,RGN_TXT,SFA_NAME,SFA_STATE,SFA_ZIP,SFA_ID,NUM_SCHOOLS,NUM_STUDENTS,Q2C1,Q2C2,Q2C3,Q2C4,Q2C5,Q2C6,Q2C7,Q5C1,Q5C2,Q5C3,Q5C4,Q5C5,Q5C6,Q26,Q7_A1C4,Q7_B1C4,Q7_C1C4,Q7_D1C4,Q7_E1C4,Q7_F1C4,Q7_G1C4,Q7_H1C4,Q7_I1C4,Q7_J1C4,Q7_K1C4,Q7_L1C4,Q7_M1C4,Q7_N1C4,Q7_O1C4,Q7_P1C4,Q7_Q1C4,Q7_R1C4,Q7_S1C4,Q7_T1C4,Q7_U1C4,Q7_V1C4,Q7_W1C4,Q7_X1C4,Q7_Y1C4,Q7_Z1C4,Q7_ZZ1C4,Q7_AA1C4,Q7_AB1C4,Q7_AC1C4,Q7_AD1C4,Q7_AE1C4,Q7_AF1C4,Q7_AG1C4,Q7_AH1C4,Q8C1,Q8C9,Q9C3,Q9_CC1,Q9_CC2,Q9_CC3,Q9_CC4,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q10C8,Q10C9,Q10C10,Q10C11,Q10C12,Q10C13,Q10C14,Q11_AC1,Q11_AC2,Q11_AC3,Q11_AC4,Q11_AC5,Q11_AC6,Q11_AC7,Q11_AC8,Q11_AC9,Q11_AC10,Q11_AC11,Q11_AC12,Q11_BC1,Q11_BC2,Q11_BC3,Q11_BC4,Q11_BC5,Q11_BC6,Q11_BC7,Q11_BC8,Q11_BC9,Q11_CC1,Q11_CC2,Q11_CC3,Q11_CC4,Q11_CC5,Q11_CC6,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q13C7,Q13C8,Q13C9,Q13C10,Q13C11,Q13C12,Q13C13,Q13C14
SERO4274799,4,Southeast Regional Office (SERO),Canton Separate School Dist,MS,39046,15,7,3132,1,1,1,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274800,4,Southeast Regional Office (SERO),Claiborne Co School District,MS,39150,19,3,1239,1,1,0,0,1,0,0,0,0,1,0,0,0,10,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274801,4,Southeast Regional Office (SERO),Clarksdale Mun Sch Dist,MS,38614,20,9,2149,1,1,1,0,0,1,0,1,0,0,1,0,0,4,0,1,0,1,1,,,1,1,0,0,0,0,1,1,1,,0,1,0,0,,0,0,1,,0,0,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
SERO4274802,4,Southeast Regional Office (SERO),Coahoma Co Sch Dist,MS,39861,21,4,1059,1,1,1,0,0,1,0,0,0,1,0,0,0,98,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,0,1,,1,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SERO4274804,4,Southeast Regional Office (SERO),Columbus Mun Sch Dist,MS,39705,25,8,3228,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274806,4,Southeast Regional Office (SERO),Corinth School District,MS,38834,28,3,2511,1,1,1,0,0,1,0,0,0,1,0,0,0,3,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274807,4,Southeast Regional Office (SERO),Covington Co School District,MS,39428,29,6,2604,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,1,,,,0,1,0,0,,0,1,,,,,,1,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
SERO4274811,4,Southeast Regional Office (SERO),Franklin Co School District,MS,39653,34,2,1196,1,1,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERO4274812,4,Southeast Regional Office (SERO),George Co Schools,MS,39452,35,8,4099,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0
SERO4274813,4,Southeast Regional Office (SERO),Greenville Public Schools,MS,38701,40,11,3688,1,1,1,0,1,0,0,1,0,0,0,0,0,8,1,1,1,,0,,1,1,1,0,,0,0,1,1,0,0,0,1,0,,1,1,0,1,,1,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0
SERO4274814,4,Southeast Regional Office (SERO),Gulfport Separate School Dist,MS,39501,43,8,6353,1,1,1,1,1,1,0,0,0,1,0,0,0,7,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0
SERO4274818,4,Southeast Regional Office (SERO),Hazlehurst City School Dist,MS,39083,47,2,1422,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,,1,,,1,1,0,1,,1,,1,,1,1,1,1,,1,,,1,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
SERO4274819,4,Southeast Regional Office (SERO),Hinds Co School District,MS,39154,48,9,5098,1,1,0,0,0,1,0,0,0,1,0,0,0,98,0,0,0,0,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SERO4274820,4,Southeast Regional Office (SERO),Hollandale School District,MS,38748,49,1,573,1,1,0,1,0,1,0,1,0,0,0,0,0,10,,,,,,,,,,0,1,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
SERO4274821,4,Southeast Regional Office (SERO),Holly Springs School District,MS,38635,50,3,1068,1,1,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274822,4,Southeast Regional Office (SERO),Humphreys Co School District,MS,39038,53,3,1263,1,1,1,0,0,1,0,1,0,0,0,0,0,98,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,1,0,0,1,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274824,4,Southeast Regional Office (SERO),Jefferson Co School District,MS,39069,58,2,1053,1,1,0,0,0,1,0,1,0,0,0,0,0,6,0,0,0,0,,,,0,0,,,,,,0,,,,,,1,1,,,,,,,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SERO4274826,4,Southeast Regional Office (SERO),Kemper Co School District,MS,39328,61,4,932,1,1,0,0,0,1,0,1,0,0,0,0,0,10,1,1,0,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SERO4274827,4,Southeast Regional Office (SERO),Lauderdale Co School District,MS,39305,63,12,5866,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SERO4274828,4,Southeast Regional Office (SERO),Leake Co School District,MS,39051,65,5,2575,1,1,0,0,0,1,0,0,0,1,0,0,0,7,1,1,1,1,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
SERO4274830,4,Southeast Regional Office (SERO),Long Beach School District,MS,39560,68,5,2909,1,1,0,0,1,1,0,0,0,1,0,0,0,98,,,,,,,,,,,1,1,,,0,1,0,,,,,,,0,1,,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERO4274834,4,Southeast Regional Office (SERO),Mccomb School District,MS,39648,73,6,2296,1,1,0,0,0,0,0,0,0,1,0,0,0,10,1,1,1,,,,,0,1,0,0,0,0,1,0,,0,0,0,1,,0,0,1,,,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SERO4274837,4,Southeast Regional Office (SERO),Natchez-Adams School District,MS,39120,81,8,2842,1,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274838,4,Southeast Regional Office (SERO),Nettleton School District,MS,38858,82,2,1171,1,1,0,0,0,0,0,0,0,1,0,0,0,10,,,,,,,,,,1,,,,,,0,,,1,1,1,1,0,0,1,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
SERO4274839,4,Southeast Regional Office (SERO),New Albany Schools,MS,38652,83,4,2257,1,1,0,0,0,0,0,0,0,1,1,0,0,10,1,1,0,,,,,0,,1,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,,0,,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
SERO4274841,4,Southeast Regional Office (SERO),Newton Municipal School Dist,MS,39345,91,3,848,1,1,0,0,0,0,0,0,0,1,0,0,0,98,,,,,,,,,,,,,0,,,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274844,4,Southeast Regional Office (SERO),Noxubee Co School District,MS,39341,94,3,1401,1,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,1,,,1,,1,1,0,0,0,0,1,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
SERO4274845,4,Southeast Regional Office (SERO),Okolona Public Schools,MS,38860,96,2,526,1,0,0,1,0,0,0,1,0,0,0,0,0,98,0,0,,,,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274846,4,Southeast Regional Office (SERO),Oxford Separate School Dist,MS,38655,103,7,4749,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,,1,,,0,1,1,1,,0,1,1,1,1,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0
SERO4274847,4,Southeast Regional Office (SERO),Pascagoula Separate Sch Dist,MS,39567,104,18,6634,1,1,1,0,0,1,0,1,1,0,0,0,0,8,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SERO4274848,4,Southeast Regional Office (SERO),Pass Christian Sep Sch Dist,MS,39571,105,4,1976,1,1,0,0,1,1,0,0,0,1,0,0,0,10,,,0,0,,,0,0,1,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
SERO4274849,4,Southeast Regional Office (SERO),Pearl River Co School District,MS,39426,106,4,3341,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SERO4274850,4,Southeast Regional Office (SERO),Petal School District,MS,39465,109,5,4265,1,1,0,0,0,1,0,0,0,1,0,0,0,6,1,1,1,1,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0
SERO4274851,4,Southeast Regional Office (SERO),Picayune School District,MS,39466,110,11,3398,1,1,1,1,0,0,0,0,0,1,1,0,0,10,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274854,4,Southeast Regional Office (SERO),Poplarville Sep Schl District,MS,39470,113,4,1832,1,0,0,0,0,0,0,0,0,1,0,0,0,7,1,,,,,,,0,,,,0,0,,0,0,,,,1,,,0,0,0,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SERO4274855,4,Southeast Regional Office (SERO),Quitman Co School District,MS,38646,116,3,915,0,1,0,0,0,1,0,1,0,0,0,0,0,98,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SERO4274856,4,Southeast Regional Office (SERO),Simpson Co School District,MS,39114,121,7,3155,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,1,0,,,,,1,1,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,,0,1,0,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
SERO4274857,4,Southeast Regional Office (SERO),South Delta School District,MS,39159,122,3,829,1,1,0,1,0,1,0,1,0,0,0,0,0,10,0,0,0,0,,0,,0,0,0,0,0,,0,0,,,,0,0,0,1,0,0,,0,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
SERO4274858,4,Southeast Regional Office (SERO),South Panola Cons School Dist,MS,38606,123,6,4254,1,1,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SERO4274859,4,Southeast Regional Office (SERO),South Tippah School District,MS,38663,124,5,2540,1,1,0,0,0,1,0,0,0,1,0,0,0,98,1,1,0,,,,,,1,0,0,0,0,,0,0,0,0,0,0,,,,,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
SERO4274860,4,Southeast Regional Office (SERO),Starkville Oktibbeha Consolidated School  District,MS,39759,128,8,5135,1,1,0,0,0,1,0,0,0,1,1,0,0,7,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274861,4,Southeast Regional Office (SERO),Stone Co Schools,MS,39577,129,4,2642,1,1,1,0,0,0,0,0,0,1,0,0,0,10,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
SERO4274862,4,Southeast Regional Office (SERO),Tate Co School District,MS,38618,132,4,2033,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274863,4,Southeast Regional Office (SERO),Tishomingo Spec Mun Sep Sch,MS,38852,134,7,2902,1,1,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,,,,,0,0,,,0,,0,0,0,,,,1,0,0,0,0,,,0,,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
SERO4274864,4,Southeast Regional Office (SERO),Tunica Co School District,MS,38676,139,5,1699,1,1,1,1,0,1,0,1,0,0,0,0,0,2,1,1,1,1,1,1,,1,1,,,1,,1,,,,,,1,1,1,,,1,,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SERO4274865,4,Southeast Regional Office (SERO),Tupelo Public School District,MS,38804,140,13,7112,1,1,0,1,1,1,0,0,0,1,1,0,0,98,0,0,0,0,,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SERO4274868,4,Southeast Regional Office (SERO),Water Valley School District,MS,38965,146,2,1075,1,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
SERO4274871,4,Southeast Regional Office (SERO),West Tallahatchie Cons Sch Dis,MS,38966,149,3,568,0,1,0,0,0,1,0,1,0,0,1,0,0,98,,,,,,,,,,,,,,,,,0,,,,0,0,0,0,,,0,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274872,4,Southeast Regional Office (SERO),Wilkinson Co School District,MS,39669,151,4,1000,1,1,1,1,0,0,0,0,0,1,0,0,0,6,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274873,4,Southeast Regional Office (SERO),Yazoo City Municipal Sch Dist,MS,39194,155,4,2135,1,1,1,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
SERO4274874,4,Southeast Regional Office (SERO),Carroll County School District,MS,38947,162,2,867,1,1,0,1,0,1,0,0,0,1,0,0,0,7,1,1,1,1,,1,,,1,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0
SERO4274876,4,Southeast Regional Office (SERO),Moss Point School District,MS,39563,165,4,1571,1,1,1,0,0,1,0,0,0,1,0,0,0,7,1,1,1,1,1,,,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,,1,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
SERO4274877,4,Southeast Regional Office (SERO),Senatobia Separate School District,MS,38668,167,2,1655,1,1,0,0,0,0,0,0,0,1,0,0,0,98,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SERO4274881,4,Southeast Regional Office (SERO),Attala Co Schools,MS,39090,189,4,1002,1,0,0,0,0,0,0,0,0,1,0,0,0,98,0,0,,,,,,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
SERO4274882,4,Southeast Regional Office (SERO),Booneville School District,MS,38829,190,3,1360,1,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SERO4274883,4,Southeast Regional Office (SERO),Calhoun Co School District,MS,38951,193,5,2192,1,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
