CASEID,RGN,RGN_TXT,SFA_NAME,SFA_STATE,SFA_ZIP,SFA_ID,NUM_SCHOOLS,NUM_STUDENTS,Q2C1,Q2C2,Q2C3,Q2C4,Q2C5,Q2C6,Q2C7,Q5C1,Q5C2,Q5C3,Q5C4,Q5C5,Q5C6,Q26,Q7_A1C4,Q7_B1C4,Q7_C1C4,Q7_D1C4,Q7_E1C4,Q7_F1C4,Q7_G1C4,Q7_H1C4,Q7_I1C4,Q7_J1C4,Q7_K1C4,Q7_L1C4,Q7_M1C4,Q7_N1C4,Q7_O1C4,Q7_P1C4,Q7_Q1C4,Q7_R1C4,Q7_S1C4,Q7_T1C4,Q7_U1C4,Q7_V1C4,Q7_W1C4,Q7_X1C4,Q7_Y1C4,Q7_Z1C4,Q7_ZZ1C4,Q7_AA1C4,Q7_AB1C4,Q7_AC1C4,Q7_AD1C4,Q7_AE1C4,Q7_AF1C4,Q7_AG1C4,Q7_AH1C4,Q8C1,Q8C9,Q9C3,Q9_CC1,Q9_CC2,Q9_CC3,Q9_CC4,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q10C8,Q10C9,Q10C10,Q10C11,Q10C12,Q10C13,Q10C14,Q11_AC1,Q11_AC2,Q11_AC3,Q11_AC4,Q11_AC5,Q11_AC6,Q11_AC7,Q11_AC8,Q11_AC9,Q11_AC10,Q11_AC11,Q11_AC12,Q11_BC1,Q11_BC2,Q11_BC3,Q11_BC4,Q11_BC5,Q11_BC6,Q11_BC7,Q11_BC8,Q11_BC9,Q11_CC1,Q11_CC2,Q11_CC3,Q11_CC4,Q11_CC5,Q11_CC6,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q13C7,Q13C8,Q13C9,Q13C10,Q13C11,Q13C12,Q13C13,Q13C14
MARO1100174,1,Mid-Atlantic Regional Office (MARO),Dc Public Schools (Dcps),DC,20002,1,118,49869,1,1,1,0,1,1,0,1,1,1,1,0,0,8,1,1,1,1,1,,1,,1,,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,,0,1,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0
MARO1100179,1,Mid-Atlantic Regional Office (MARO),Dc Bilingual Public Charter School,DC,20011,114,1,492,1,1,0,0,0,1,0,0,0,1,0,0,0,8,1,1,1,1,,,,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0
MARO1100181,1,Mid-Atlantic Regional Office (MARO),El Haynes Public Charter School,DC,20011,116,3,1241,1,1,1,0,0,1,0,0,0,0,0,0,1,10,1,1,1,1,1,,,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,,0,0,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0
MARO1100182,1,Mid-Atlantic Regional Office (MARO),Eagle Academy Pcs,DC,20003,117,2,526,1,1,1,0,1,1,0,0,0,1,0,0,0,8,1,1,1,1,1,,1,1,1,1,1,,,1,1,,0,0,1,0,1,1,1,0,0,,0,1,1,,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MARO1100183,1,Mid-Atlantic Regional Office (MARO),Early Childhood Academy Pcs,DC,20032,118,1,235,0,1,1,0,0,1,0,0,0,0,1,0,1,8,1,,1,1,1,,,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,0,,1,1,0,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MARO1100184,1,Mid-Atlantic Regional Office (MARO),Briya Pcs,DC,20009,119,4,65,1,1,0,0,0,0,0,0,0,0,1,0,0,5,1,1,1,,,,,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
MARO1100185,1,Mid-Atlantic Regional Office (MARO),Friendship Pcs,DC,20001,120,9,4495,1,0,1,0,1,0,0,0,0,1,0,0,0,10,1,1,,,1,,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,1,0,0,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0
MARO1100186,1,Mid-Atlantic Regional Office (MARO),Hope Community Pcs,DC,20017,121,1,281,0,1,1,0,0,0,0,0,0,0,0,1,0,2,1,,1,,1,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
MARO1100188,1,Mid-Atlantic Regional Office (MARO),Cedar Tree Academy Pcs,DC,20020,123,1,480,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,,1,1,,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1100189,1,Mid-Atlantic Regional Office (MARO),Howard Univ. Middle School,DC,20059,124,1,188,1,1,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1100191,1,Mid-Atlantic Regional Office (MARO),Idea Pcs,DC,20019,126,1,326,0,1,1,0,0,0,0,0,0,1,0,0,0,7,0,,0,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MARO1100195,1,Mid-Atlantic Regional Office (MARO),Meridian Pcs,DC,20009,135,1,641,1,1,1,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1100196,1,Mid-Atlantic Regional Office (MARO),Roots Pcs,DC,20011,140,2,101,1,1,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,1,,,1,1,1,0,1,0,0,0,0,0,0,,0,,,0,,,,1,1,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0
MARO1100197,1,Mid-Atlantic Regional Office (MARO),Seed Public Charter School,DC,20019,142,1,250,1,0,1,0,0,1,0,0,0,1,0,0,0,5,1,1,,1,1,,,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1100198,1,Mid-Atlantic Regional Office (MARO),Elsie Whitlow Stokes Pcs,DC,20019,144,2,617,1,1,0,0,1,0,0,1,0,0,1,0,0,3,1,1,1,,,,1,,0,1,1,,0,1,1,,1,1,1,,1,1,,0,1,,1,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
MARO1100199,1,Mid-Atlantic Regional Office (MARO),Next Step Pcs,DC,20009,145,1,354,1,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,,,,,,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,,0,,,1,0,0,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MARO1100200,1,Mid-Atlantic Regional Office (MARO),Thurgood Marshall Academy Pchs,DC,20020,146,1,340,1,0,1,0,0,1,0,0,0,0,0,1,0,8,1,1,,1,1,,,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,,,1,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1100202,1,Mid-Atlantic Regional Office (MARO),Washington Latin Pcs,DC,20011,151,1,755,1,1,0,0,0,0,0,0,0,0,1,0,0,8,1,1,1,,,,,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,,1,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1100203,1,Mid-Atlantic Regional Office (MARO),Achievement Preparatory Academy Pcs,DC,20032,155,1,200,1,0,1,0,0,0,0,0,0,0,1,0,0,10,1,1,,,,,,1,,,1,,0,,,,,,1,0,0,1,0,0,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
MARO1100204,1,Mid-Atlantic Regional Office (MARO),Center City Pcs,DC,20002,156,6,1450,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1100206,1,Mid-Atlantic Regional Office (MARO),Inspired Teaching Demonstration Pcs,DC,20002,165,1,506,1,1,0,0,0,0,0,0,0,0,1,0,0,8,1,1,1,,,,,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,,0,1,1,0,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MARO1100209,1,Mid-Atlantic Regional Office (MARO),Basis Dc Pcs,DC,20004,168,1,652,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1,,1,,,,,1,0,0,0,0,0,1,1,,0,0,0,0,0,1,0,0,1,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1100211,1,Mid-Atlantic Regional Office (MARO),Dc Scholars Pcs,DC,20019,170,1,535,1,1,0,0,0,0,0,0,0,0,1,0,0,6,1,1,,,,,,1,1,0,0,0,0,1,1,,,0,,0,1,1,0,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1100212,1,Mid-Atlantic Regional Office (MARO),Paul Public Charter School,DC,20011,170,1,770,1,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,,,1,,,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1100214,1,Mid-Atlantic Regional Office (MARO),Layc Career Academy Pcs,DC,20010,172,1,86,1,1,0,0,0,0,0,0,0,0,1,0,0,98,1,1,1,,,,,0,0,,,0,0,1,1,0,,0,,,0,1,0,0,0,,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MARO1100215,1,Mid-Atlantic Regional Office (MARO),Ingenuity Prep Pcs,DC,20032,173,1,816,1,0,1,1,0,0,0,0,0,0,1,0,0,7,1,1,,,1,0,,0,1,0,0,0,0,,1,0,1,0,1,0,0,1,0,1,0,0,,1,0,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
MARO1100217,1,Mid-Atlantic Regional Office (MARO),Lee Montessori Public Charter School,DC,20017,177,2,412,1,1,0,0,0,1,0,1,0,0,1,0,0,8,1,0,1,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
MARO1100218,1,Mid-Atlantic Regional Office (MARO),Washington School For Girls,DC,20020,1775,2,96,1,1,0,0,0,1,0,0,0,0,1,0,0,98,1,1,1,1,,,,1,1,1,1,,,1,1,,1,,1,,1,1,,,,,1,0,0,1,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MARO1100221,1,Mid-Atlantic Regional Office (MARO),Monument Academy Public Charter School,DC,20002,184,1,190,1,0,1,0,1,1,0,0,0,1,0,0,0,8,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1100222,1,Mid-Atlantic Regional Office (MARO),Washington Global Public Charter School,DC,20024,185,1,240,1,1,0,0,0,1,0,0,0,0,1,0,0,6,1,1,1,1,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
MARO1100224,1,Mid-Atlantic Regional Office (MARO),The Children's Guild Public Charter School,DC,21234,188,1,302,1,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,,,1,,,1,1,0,1,,0,1,1,0,,,1,,,1,,1,1,,,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
MARO1100225,1,Mid-Atlantic Regional Office (MARO),Breakthrough Montessori Pcs,DC,20012,189,1,317,1,1,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
MARO1100226,1,Mid-Atlantic Regional Office (MARO),Rocketship Rise Academy Pcs,DC,94065,191,3,1550,1,0,0,1,0,0,0,0,0,0,1,0,0,8,1,1,,,,1,,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
MARO1100227,1,Mid-Atlantic Regional Office (MARO),Washington Leadership Academy Pcs,DC,20017,194,1,380,0,1,0,0,0,0,0,0,0,1,0,0,0,98,1,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MARO1100233,1,Mid-Atlantic Regional Office (MARO),Social Justice School Inc.,DC,20011,350,1,102,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,,1,,1,,,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
MARO1100234,1,Mid-Atlantic Regional Office (MARO),Learn Dc Public Charter School,DC,20032,358,1,164,1,0,0,0,0,0,0,0,0,0,1,0,0,98,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
MARO1100235,1,Mid-Atlantic Regional Office (MARO),Dept Of Youth Rehabilitation (Dyrs),DC,20724,4002,2,180,1,1,1,0,0,0,0,0,0,1,0,0,0,8,1,1,1,,1,,,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
MARO1100236,1,Mid-Atlantic Regional Office (MARO),San Miguel Middle School,DC,20012,6067,1,79,0,0,0,0,0,1,0,0,0,0,0,0,1,7,0,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
MARO1231977,1,Mid-Atlantic Regional Office (MARO),Allegany County Public Schools,MD,21501,1,24,8125,1,1,1,0,0,0,0,0,0,1,0,0,0,10,1,1,0,,0,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,0,0,0,0,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1231978,1,Mid-Atlantic Regional Office (MARO),Anne Arundel County Public Schools,MD,21401,2,122,83448,1,1,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARO1231981,1,Mid-Atlantic Regional Office (MARO),Caroline County Public Schools,MD,21629,5,12,5668,1,1,1,0,1,0,0,0,0,1,0,0,0,4,1,1,1,,1,,1,1,1,1,1,1,1,1,,0,0,0,,0,1,,1,0,1,,,,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0
MARO1231983,1,Mid-Atlantic Regional Office (MARO),Cecil County Public Schools,MD,21901,7,30,14887,1,1,0,1,1,1,0,0,0,1,0,0,0,3,1,1,,1,,1,,,1,,,0,0,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MARO1231984,1,Mid-Atlantic Regional Office (MARO),Charles County Public Schools,MD,20646,8,39,27598,1,1,0,0,1,0,0,0,0,1,0,0,0,5,1,1,1,,,,1,,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,1,1,,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0
MARO1231985,1,Mid-Atlantic Regional Office (MARO),Dorchester County Board Of Education,MD,21613,9,12,4588,1,1,1,0,1,0,0,1,0,1,0,0,0,5,1,1,1,,0,,1,0,1,0,0,,,,0,,,1,,0,1,,1,,1,,0,,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0
MARO1231987,1,Mid-Atlantic Regional Office (MARO),Saint Francis International School,MD,20903,10000106,1,325,1,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
MARO1231988,1,Mid-Atlantic Regional Office (MARO),Mother Seton Academy,MD,21218,10000477,1,84,1,0,0,0,0,1,0,0,0,0,1,0,0,2,1,1,,1,,,,1,1,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
MARO1231991,1,Mid-Atlantic Regional Office (MARO),Garrett County Public Schools,MD,21550,11,14,3634,1,1,0,1,1,0,0,1,0,1,0,0,0,10,1,0,1,,,0,0,0,1,0,,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
MARO1231992,1,Mid-Atlantic Regional Office (MARO),Harford County Public Schools,MD,21050,12,56,38079,1,1,1,0,1,1,0,1,0,1,1,0,0,3,1,1,0,1,1,,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,,0,0,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0
MARO1231994,1,Mid-Atlantic Regional Office (MARO),Kent County Board Of Education,MD,21661,14,5,1803,1,1,0,0,0,0,0,0,0,1,0,0,0,98,1,1,1,,,,,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,0,0,1,,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0
MARO1231995,1,Mid-Atlantic Regional Office (MARO),Montgomery County Public Schools,MD,20879,15,211,159341,1,1,1,1,1,0,0,1,0,1,1,0,0,8,1,0,0,,0,0,,0,1,,,1,,,0,0,,,1,,1,,1,0,,0,0,,1,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0
MARO1231996,1,Mid-Atlantic Regional Office (MARO),Prince George's County Public Schools,MD,20746,16,204,130703,1,1,1,1,1,0,0,0,1,1,1,0,0,5,1,1,1,,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,,0,0,1,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
MARO1231998,1,Mid-Atlantic Regional Office (MARO),St. Mary's County Public Schools,MD,20656,18,27,17618,1,1,0,0,1,1,0,0,0,1,0,0,0,8,1,1,1,0,,,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,,0,0,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
MARO1232002,1,Mid-Atlantic Regional Office (MARO),Washington County Public Schools,MD,21740,21,44,21782,1,1,1,1,1,0,0,0,1,1,1,0,0,3,1,0,1,,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
